,EAN,,Name,,,,,,EKN
,403312200553,0,Crunchy Himbeere,kg,,202,7,0,"8,80 €"
,978370662976,0,Unser Leben mit Permakultur,St,,605,7,0,"20,00 €"
,401553305508,0,Brat & Backöl,750ml,VOE,302,7,0,"4,55 €"
,401553305506,0,Natives Sonnenblumenöl,"0,75l",VOE,302,7,0,"4,88 €"
,426077054230,0,Wildheidelbeeren,35 g,,303,7,0,"3,59 €"
,12469,0,Dinkel Pane Picco Sesam Schwarzkümmel,kg,,402,7,0,"10,25 €"
,12512,0,Dinkel Schoko Vollkorn Cookies,kg,,402,7,0,"11,15 €"
,426076052029,0,Tzatziki,250g,blf,102,7,0,"2,63 €"
,540701020091,0,Delikatess Mayonnaise,250ml,MBQ,300,7,0,"2,35 €"
,427000176552,0,Kombucha Ingwer Limette,"0,33l",FIF,501,19,0,"2,64 €"
,427000176558,0,Kombucha Himbeere Basilikum,330ml,,501,19,0,"2,64 €"
,417000004292,0,Jasmin Eistee,330ml,YAT,501,19,0,"1,46 €"
,12513,0,Pfeffer bunt Bio,kg,,301,7,0,"24,80 €"
,978370662973,0,Stadtgemüse,St,,605,7,0,"22,30 €"
,12514,0,Jasminreis,KG,DAV,203,7,0,"3,30 €"
,426036585175,0,Lip Balm Lime 12 g,St,fasq,602,19,0,"3,50 €"
,426012374979,0,Seifendose Alu,St,SDM,604,7,0,"2,60 €"
,404912818287,0,Risotto Tomate Basilikum,200g,CNH,201,7,0,"3,00 €"
,404912818458,0,Rustikaler Hofeintopf,kg,CNH,201,7,0,"9,43 €"
,404912818460,0,Urkornrisotto Tomate & Basilikum,kg,CNH,201,7,0,"14,26 €"
,427000176555,0,Kombucha Holunder Quitte,"0,33l",FIF,501,19,0,"2,64 €"
,405611401557,0,Dinkel Cantuccini,kg,SOM,402,7,0,"12,73 €"
,401846215751,0,Gewürzketchup,500ml,BYO,302,7,0,"3,19 €"
,426076494013,0,Ananasstücke,300g,de,302,7,0,"2,09 €"
,426076494007,0,Aprikosen ganze Frucht,700g,DDO,302,7,0,"2,34 €"
,426072264043,0,Seifenhalter Savont,St,,604,19,0,"3,40 €"
,12474,0,Gesichtsbürste rund,St,,604,19,0,"4,95 €"
,12517,0,Grüne Bohnen,kg,,101,7,0,"5,00 €"
,401553305680,0,Öl Ausgießer,Stk,VOE,604,19,0,"4,85 €"
,426036027145,0,Brechbohnen Nur Puur,185g,NPU,302,7,0,"1,41 €"
,520242312410,0,Mediterraner Cocktail  Mix,St,MAN,302,7,0,"3,64 €"
,250000001751,0,Glas 2650 ml,St,,601,7,0,"4,05 €"
,250000002606,0,Glas 1700 ml,St,,601,7,0,"1,26 €"
,401553305140,0,Haferdrink Barista frisch,l,VOE,102,19,0,"1,63 €"
,427000176550,0,Kombucha PUR,"0,33l",FIF,501,19,0,"2,64 €"
,871243950047,0,Pistazienmus,175g,MKI,303,7,0,"8,35 €"
,426049303174,0,Paranuss natur fairtrade,295g,FFF,303,7,0,"6,49 €"
,400930911454,0,Gewürzgurken ohne Zuckerzusatz,670g,,302,7,0,"3,65 €"
,426075899362,0,Apfelmark im Pfandglas,500g,HIZ,401,7,0,"1,88 €"
,12521,0,Tomate ,kg,,101,7,0,"5,07 €"
,402429734913,0,Ahornsirup Grad A,375ml,NAT,401,7,0,"7,09 €"
,12522,0,Gin Geschenkfläschen,100 ml,,606,7,0,"2,00 €"
,426041898042,0,Conditioner Mini,25g,,602,19,0,"2,97 €"
,426041898821,0,Hanf Schwamm,stk,,604,19,0,"2,37 €"
,401553305322,0,Rotweinessig,"0,2l",VOE,302,7,0,"1,33 €"
,426077054751,0,Mandel-Pistazienmus,250g,TAA,303,7,0,"6,70 €"
,12213,0,Picknick-Serviette,St,,604,19,0,"9,10 €"
,403091702830,0,Cheesana Jalapeno,170g,SAC,302,7,0,"2,05 €"
,426048563187,0,vegane Helle mit Cashew Creme,80g,f,402,7,0,"2,89 €"
,74517810467,0,Pumphead Silber,St,,604,19,0,"8,90 €"
,74045018352,0,Moor Körperseife,St,,602,19,0,"3,87 €"
,11273,0,Spültuch,St,,604,19,0,"6,90 €"
,427000075781,0,Schwamm,St,,604,19,0,"4,75 €"
,426045353108,0,Wechselkopf Soft,St,,602,19,0,"3,78 €"
,426045353100,0,Wechselkopfzahnbürste Tio medium,St,,602,19,0,"2,18 €"
,426039779015,0,Wattestäbchen,St,,602,19,0,"0,92 €"
,426045353102,0,Wechselkopfzahnbürste Tio soft,St,,602,19,0,"2,69 €"
,978396244300,0,Die Rückkehr der Wildnis,St,,605,7,0,"0,00 €"
,978370662972,0,Projekte zum Anpacken,St,,605,7,0,"18,60 €"
,978396244224,0,In 80 Bäumen um die Welt,St,,605,7,0,"11,15 €"
,426075899175,0,Fruchtaufstrich Erdbeere,260g,bana,401,7,0,"2,42 €"
,426075899273,0,Fruchtaufstrich rote Johannisbeere,260g,HIZ,401,7,0,"2,28 €"
,401719446908,0,Mandel Vanille Joghurt,500g,SBG,102,7,0,"1,54 €"
,401973601719,0,Tomatensauce Linsen Bolognese,340ml,ZWE,302,7,0,"1,97 €"
,426034815875,0,Tomaten Passata Bio&So,500g,CTO,302,7,0,"1,92 €"
,426034815880,0,Ketchup Bio&So,550g,bana,302,7,0,"2,59 €"
,426075899136,0,Tomaten stückig Bio&So,500g,CTO,302,7,0,"2,11 €"
,426075899414,0,Kokosmilch Bio&So,250ml,bana,302,7,0,"1,55 €"
,426075899028,0,Tomatenmark Bio&So,270g,CTO,302,7,0,"2,39 €"
,401553305510,0,Natives Rapsöl,"0,75l",VOE,302,7,0,"4,88 €"
,12520,0,Kräuter,St,,101,7,0,"0,80 €"
,427000355969,0,Naturseife BioRegional Minze,100g,son,602,19,0,"2,12 €"
,12525,0,Champignonbürste rund,St,,604,19,0,"2,55 €"
,402701302102,0,Viva Bavaria Festbier,"0,5l",RBB,501,19,0,"0,95 €"
,400847149497,0,Joghurt Pflaume Zimt,500g,SÖB,102,7,0,"1,80 €"
,401719446530,0,Bananensplit Joghurt,St,SBG,102,7,0,"1,54 €"
,12952,0,"Schokohase Reismilch, vegan 100 g",St,,402,7,0,"4,65 €"
,12953,0,"Schokohase, Vollm. 25 g",St,,402,7,0,"1,55 €"
,12954,0,"Schokohase, veg 25g",St,,402,7,0,"1,50 €"
,12955,0,Zitronen-Dinkelkekse,100g,,402,7,0,"15,00 €"
,12956,0,Schoko-Dinkelkekse Nougat,100g,,402,7,0,"20,15 €"
,12957,0,Provence-Kekse,Kg,,402,7,0,"14,45 €"
,427000208313,0,Wildbag 120 l Schwerlast,St,,604,19,0,"4,00 €"
,12973,0,Rio de Coco Körperlotion,kg,CMD,602,19,0,"18,35 €"
,12975,0,Puntarelle    6kg           IT,kg,L,101,7,0,"2,40 €"
,12979,0,Physalis lose               PE,kg,S,101,7,0,"20,20 €"
,540701020028,0,Brotaufstrich Dattel Chilli,250g,MBQ,302,7,0,"2,67 €"
,400930945079,0,Rote Bete im Pfandglas,St,mar,302,7,0,"2,09 €"
,10047,0,Backkürbis Delicata,Kg,,101,7,0,"2,53 €"
,10328,0,Teelichtglas,St,,600,7,0,"0,28 €"
,12989,0,Sonstiges 19 % MwSt,St,,606,19,0,"0,01 €"
,12990,0,"Kuchen 4,50 €",St,,103,7,0,"1,40 €"
,12999,0,Löwenzahn Catalogna         IT,kg,L,300,7,0,"2,55 €"
,401719447112,0,Skyr Vanille,500g,SBG,102,7,0,"1,82 €"
,427000367850,0,SchokoSchatz,St,scs,400,7,0,"3,20 €"
,13010,0,Gänseblümchen           Bayern,Töpfe,br,1800,7,0,"1,80 €"
,426077054013,0,Kalamon Oliven mit Stein in Olivenöl im Pfandglas,250 g,ban,302,7,0,"3,83 €"
,12997,0,Balsamico Bianco offen 5l,kg,,302,7,0,"9,60 €"
,74576007852,0,Gesichtscreme Kräutermagie,St,,602,19,0,"7,13 €"
,12998,0,Instant-Getreidekaffee,kg,Nat,502,7,0,"23,50 €"
,540701020023,0,Mango Curry,St,MBQ,302,7,0,"2,60 €"
,401719446531,0,Joghurt Stachelbeere,St,SBG,102,7,0,"1,54 €"
,13013,0,"Quarktasche, Bio",St,BROT,104,7,0,"2,15 €"
,426045353112,0,Zahnseidespender Tio,St,,602,19,0,"4,34 €"
,540701020026,0,Brotaufstrich Aubergine,250g,MBQ,302,7,0,"2,60 €"
,13014,0,KBO Holzdose klein,St,KBO,601,7,0,"5,00 €"
,13015,0,Holzschalen,St,KBO,600,7,0,"6,00 €"
,13017,0,Hase,St,KBO,600,19,0,"1,20 €"
,13016,0,Ostertüte,St,KBO,600,19,0,"1,00 €"
,13020,0,Leinentasche,St,KBO,600,19,0,"20,00 €"
,13021,0,Kuchentransporttasche,St,KBO,600,19,0,"15,00 €"
,13022,0,Tischdeckentasche,St,KBO,600,19,0,"15,00 €"
,13023,0,Osterglas,St,KBO,600,19,0,"1,20 €"
,401553305866,0,Shot Ingwer Zitrone Honig,St,VOE,501,7,0,"1,82 €"
,401553305816,0,Bio Zisch OrangeMaracuja,"0,33l",VOE,501,19,0,"1,01 €"
,401553305823,0,Grüne Energie kühlfrisch,St,VOE,501,7,0,"2,38 €"
,401553305820,0,Bio Zisch Light Mate Cola,"0,33l",VOE,501,19,0,"1,01 €"
,401553305740,0,Bio Zisch Light Himbeer Cassis,"0,33l",VOE,501,19,0,"1,01 €"
,13024,0,Vanilleschoten Bourbon Madagaskar Bio,St,,301,7,0,"0,50 €"
,13025,0,Nougatbusserl,St,,402,7,0,"0,88 €"
,13026,0,Nougatbarren Mini,kg,,402,7,0,"24,35 €"
,13027,0,Schokoherz vegan RM Blüte,St,,402,7,0,"2,56 €"
,13028,0,Schokoherz weiß,St,,402,7,0,"2,46 €"
,13029,0,Tafel ZB m Herz vegan Reismilch,St,,402,7,0,"2,46 €"
,13030,0,Schokotafel ZB m.Herz vegan (quadr.) 50g,St,,402,7,0,"4,10 €"
,13031,0,Saattütchen,St,,600,19,0,"1,50 €"
,13032,0,Glücksschweinchen,St,,400,7,0,"1,32 €"
,13033,0,"Kuchensnack 1,50 €",St,,103,7,0,"0,50 €"
,401719447070,0,"Speisequark 20 %, Bio",500g,SBG,102,7,0,"1,82 €"
,792649790489,0,Ajran vegan,St,,102,7,0,"1,55 €"
,401973601780,0,LupiLove Protein Rote Bete,135g,ZWE,302,7,0,"1,42 €"
,401973601782,0,LupiLove Protein Tomate,135g,ZWE,302,7,0,"1,44 €"
,401973601786,0,LupiLove Protein PaprikaPfeffe,135g,ZWE,302,7,0,"1,42 €"
,871243950099,0,Tahin Sesammus ohne Salz,330g,MKI,302,7,0,"3,46 €"
,871243950098,0,Kürbiskernmus mit Salz,330g,MKI,304,7,0,"4,77 €"
,871243950089,0,Mandelmus braun,330g,MKI,700,7,0,"6,68 €"
,401553306032,0,Sanddorn 100% Muttersaft,330ml,VOE,501,19,0,"3,57 €"
,404488900476,0,Kakaopulver,100g,VNI,1100,7,0,"2,20 €"
,402701301800,0,Riedenburger Natur Radler alkoholfre,"0,5l",RBB,501,19,0,"1,08 €"
,410406003197,0,Joghurt mit Drachenfrucht Guav,500g,AND,200,7,0,"1,62 €"
,410406003198,0,Joghurt mit Zitrone,500g,AND,102,7,0,"1,62 €"
,426077054192,0,Pistazien natur ohne Schale,kg,TAA,500,7,0,"60,50 €"
,11286,0,Schafwollpellets Eimer 3 kg,St,,600,19,0,"25,23 €"
,401846214319,0,Makkaroni semola,5kg,BYO,203,7,0,"10,50 €"
,520242312417,0,Knoblauch in Olivenöl,185g,MAN,302,7,0,"3,64 €"
,426049303399,0,Faire Nuss Bolognese,120g,FFF,1000,7,0,"3,00 €"
,426049303405,0,Faires Nuss Curry,140g,FFF,1000,7,0,"3,30 €"
,400604021530,0,kokosöl nativ 525g,St,,302,7,0,"5,48 €"
,13057,0,Bärlauch Bund               DE,Bund,L,1300,7,0,"1,40 €"
,426006896008,0,Apfel Birnen Secco alkoholfrei,St,,501,19,0,"4,09 €"
,13061,0,Dicke Bohnen   ,kg,L,101,7,0,"5,40 €"
,74045018375,0,Savion Körperseife EM-A,St,sa,602,19,0,"4,14 €"
,74045018314,0,Savion Körperseife Lavendel-Lemongras,St,sa,602,19,0,"3,87 €"
,74045018311,0,Savion Körperseife Johanniskraut,St,sa,602,19,0,"3,87 €"
,74045018305,0,Savion Körperseife Aloe Vera,St,sa,602,19,0,"3,87 €"
,74045018315,0,Savion Körperseife Mandarine,St,sa,602,19,0,"3,87 €"
,74045018322,0,Savion Körperseife Rose,St,sa,602,19,0,"3,87 €"
,74045018327,0,Wäscheseife,St,sa,602,19,0,"3,82 €"
,74045018297,0,Rasierseife,St,sa,602,19,0,"2,80 €"
,13078,0,Fackeldose,St,,604,19,0,"4,00 €"
,13079,0,Dinkelzwieback,kg,,104,7,0,"4,62 €"
,13087,0,Liebstöckel Bio,kg,SSP,301,7,0,"29,00 €"
,13088,0,Avocado Topping Bio,kg,SSP,301,7,0,"26,50 €"
,13089,0,KBO Bilderrahmen groß ,St,,600,7,0,"6,00 €"
,13090,0,Universalschmierseife,kg,ULR,603,19,0,"2,81 €"
,401563701879,0,Hafer Müsli Schoko+Flakes,425g,BAK,600,7,0,"2,63 €"
,404228750410,0,2 Viertel Weißwein Cuvee,"0,5l",wga,501,19,0,"5,10 €"
,404228750510,0,2 Viertel Rotwein Cuvee,"0,5l",wga,501,19,0,"5,10 €"
,13104,0,Bambus Allzwecktücher XXL 50x40,St,,604,19,0,"9,74 €"
,13105,0,Bambus Allzwecktücher XL 27x30,St,,604,19,0,"4,36 €"
,13106,0,Hase lachend 75g,St,,402,7,0,"3,35 €"
,13107,0,Schokoherz VM mit Blüten,St,,402,7,0,"2,83 €"
,13108,0,SchokoHasenTafel VM,St,,402,7,0,"2,47 €"
,13121,0,Schokoherz ZB,St,,402,7,0,"1,82 €"
,13128,0,Braunhirsemehl,kg,,201,7,0,"5,20 €"
,13129,0,Fruchtmischung Obstsalat,kg,bana,303,7,0,"73,72 €"
,13130,0,Schwarze Johannisbeeren,kg,bana,303,7,0,"42,68 €"
,13131,0,Karotten lila,kg,,101,7,0,"2,70 €"
,13132,0,Fotokunst-Kalender Franz,St,,600,7,0,"5,00 €"
,13133,0,Umami Finisher Bio,100g,,301,7,0,"26,90 €"
,13134,0,DENTTABS Strawberry,kg,,602,19,0,"65,08 €"
,13136,0,Snack Paprika Mix süß       IT,kg,L,101,7,0,"6,15 €"
,426047447039,0,Charity Limo Orange,"0,33l",PER,501,19,0,"1,09 €"
,13044,0,Suppengemüse,St,,0,7,0,"1,85 €"
,12526,0,"Barbierpinsel, extra groß, Borste, Buche",St,,604,19,0,"7,75 €"
,12527,0,Bratkartoffel Gewürz Bio,kg,,301,7,0,"20,70 €"
,12528,0,Lebkuchen Gewürz Bio,kg,,301,7,0,"21,40 €"
,12529,0,Mild Malabar klassisches indisches Curry Bio,kg,,301,7,0,"21,60 €"
,12530,0,Garam Masala Bio,kg,,301,7,0,"24,80 €"
,12531,0,Harissa Bio,kg,,301,7,0,"23,90 €"
,12532,0,Mexican Spice Bio,kg,,301,7,0,"25,90 €"
,12533,0,Zitronenpfeffer Bio,kg,SSP,301,7,0,"36,90 €"
,13137,0,Getreide-Cappuccino,St,,700,19,0,"0,50 €"
,12534,0,Teelichte Bienenwachs,St,,604,19,0,"0,42 €"
,12536,0,Kokosblütenzucker,1 kg,,401,7,0,"9,44 €"
,900414500983,0,Pumpkin Spice Sirup,250ml,STN,501,7,0,"4,99 €"
,405611401570,0,Spekulatius Dinkel Butter,kg,,402,7,0,"11,15 €"
,900414500592,0,Chai Sirup,250ml,STN,501,7,0,"5,30 €"
,12539,0,Rettertouille,St,,0,7,0,"4,45 €"
,12541,0,Rettertouille,380ml,,302,7,0,"4,45 €"
,12542,0,Orangenmarmelade,160ml,,401,7,0,"3,25 €"
,12543,0,Herzhafte Gemüsebrühe,100g,,300,7,0,"4,65 €"
,12544,0,Retter Bananen Choco,160ml,,401,7,0,"3,25 €"
,426062641102,0,A4 Wochenplaner Blamko,St,,606,19,0,"5,82 €"
,426062641216,0,Notizbuch Jana Chrysanthemum,St,,606,19,0,"9,35 €"
,404912818290,0,Urkorn - Brot,550g,,401,7,0,"3,00 €"
,404912818471,0,Chiemgauer Knuspertaler,kg,,201,7,0,"12,63 €"
,404912818440,0,Urkorn Milchreis,kg,,203,7,0,"11,98 €"
,12545,0,Cashewbruch,kg,dede,303,7,0,"10,63 €"
,427000144865,0,Hautfarben Buntstifte,St,,600,19,0,"7,84 €"
,427000144867,0,Malbuch,St,,600,7,0,"7,15 €"
,12546,0,Kerzenhalter für Flaschen,St,,600,19,0,"2,94 €"
,10061,0,Malbuch für Alle,St,HÄB,600,7,0,"7,15 €"
,10065,0,Zwiebelschmelz,St,ZWE,302,7,0,"2,22 €"
,10020,0,KBO Tablett Quadrat,St,KBO,600,7,0,"7,00 €"
,10107,0,Jojobaöl bio,St,,602,7,0,"9,05 €"
,10130,0,Bratöl Exquisit,St,BYO,302,7,0,"3,85 €"
,426016624006,0,Heißer Hirsch rot,750ml,ACG,501,19,0,"2,68 €"
,426016624022,0,Heißer Hirsch weiß,750ml,ACG,501,19,0,"2,68 €"
,401553300408,0,Multinatur,"0,2l",voe,501,7,0,"0,97 €"
,401553300463,0,Orange Direkt,"0,2l",voe,501,7,0,"0,98 €"
,401553300449,0,Apfel Direktsaft,"0,2l",voe,501,7,0,"0,97 €"
,10207,0,Bodybutter Sanddorn Orange,St,RSR,602,19,0,"4,40 €"
,10332,0,Espressokocher 6 Tassen,St,,600,19,0,"22,40 €"
,10339,0,Kaffeemühle,St,g,600,19,0,"16,49 €"
,10351,0,Espressokocher 1-2 Tassen,St,,600,19,0,"14,99 €"
,10366,0,French Press 1l,St,,600,19,0,"24,74 €"
,410406003185,0,Jogurt Bratapfel 500g,500g,AND,102,7,0,"1,80 €"
,10455,0,Espressokocher 4 Tassen,St,,600,19,0,"19,99 €"
,103879,0,French Press 350ml,St,,600,19,0,"19,79 €"
,401973601274,0,Tikka Masala,370g,ZWE,302,7,0,"2,15 €"
,10146,0,"Espresso Honduras Genuino Marcala, Bio",kg,SCHN,502,7,0,"24,25 €"
,426002669643,0,Feste Dusche Hibiskusblüte,St,BIT,602,19,0,"5,18 €"
,426002669645,0,Feste Dusche 2-in-1 Sandelholz,St,BIT,602,19,0,"5,18 €"
,10164,0,"Kesselschips Meersalz, bio",kg,,303,7,0,"13,52 €"
,426077054752,0,Cashewmus Kokos-Ananas,St,TAA,302,7,0,"5,53 €"
,10196,0,Fruit Balls Mango oder Ananas,kg,,303,7,0,"23,79 €"
,74576007854,0,Deobalsam Sensitiv,St,,602,19,0,"4,44 €"
,74576007866,0,Handbalsam calendula,St,,602,19,0,"4,44 €"
,10514,0,"Kampot Pfeffer, fermentiert Bio",100g,,301,7,0,"74,40 €"
,10572,0,Veggie BBQ California Bio,kg,SSP,301,7,0,"19,00 €"
,426072264004,0,Seifenhalter Savont Jumbo Edition,St,,604,19,0,"3,20 €"
,65970138585,0,"Dominosteine, Bio handgemacht",St,,402,7,0,"1,00 €"
,65970138692,0,"Marzipankartoffeln, Bio handgemacht",kg,,402,7,0,"25,70 €"
,10575,0,"Doppel-Butterkeks Tannenbaum, Handgemacht",St,,402,7,0,"0,60 €"
,10573,0,"Doppelkeks Stern, handgemacht, Bio",St,,402,7,0,"0,46 €"
,10574,0,Schokol. Nikolaus Lutscher,St,,402,7,0,"0,90 €"
,10626,0,Spitzkohl,kg,L,101,7,0,"2,59 €"
,10632,0,"Schoko-Engel, Bio handgemacht",St,,402,7,0,"0,30 €"
,10634,0,"Mandel-Schoko-Lebkuchen, bio, handgem",St,,402,7,0,"1,50 €"
,426037459002,0,Apfelsaft Bag in Box,St,NLA,501,7,0,"10,50 €"
,426011229635,0,Scharfer Senf,St,MKS,302,7,0,"1,95 €"
,10638,0,Chicoree,kg,,101,7,0,"5,80 €"
,410606004767,0,Heißer Apfel alkoholfrei,"0,7l",,501,19,0,"1,58 €"
,401553300073,0,Chardonnay Traubensaft weiß,"0,7l",VOE,501,19,0,"2,15 €"
,401553301929,0,Merlot Traubensaft rot,"0,7l",VOE,501,19,0,"2,15 €"
,401553303762,0,Hygge Punsch Apfel Blaubeere,"0,75l",,501,19,0,"2,80 €"
,401553303764,0,Hygge Punsch Apfel Ingwer,"0,75l",,501,19,0,"2,80 €"
,401553304280,0,Hygge Punsch Apfel Mandarine,"0,75l",,500,19,0,"2,35 €"
,401553304414,0,Apfelcidre,"0,7l",VOE,501,19,0,"2,02 €"
,401553304626,0,Holunder Glühpunsch alkoholfre,"0,75l",,501,19,0,"2,27 €"
,401553304628,0,Familien Punsch alkoholfrei,"0,75l",,501,19,0,"2,59 €"
,401553304632,0,Zitrone Ingwer Punsch alk.frei,"0,75l",,501,19,0,"2,05 €"
,401553304634,0,,,,,19,0,"2,05 €"
,401553304644,0,Hygge Punsch Apfel Cranberry,"0,75l",VOE,501,19,0,"2,67 €"
,425006871214,0,Artesia Mineralwasser Quelle,"0,5l",ART,501,19,0,"0,44 €"
,425006871230,0,Artesia Mineralwasser sanft,"0,5l",ART,501,19,0,"0,44 €"
,10642,0,Wildbienenkalender,St,BYO,606,7,0,"11,00 €"
,10644,0,Altbayerischer Bauernlaib Stange,kg,BROT,104,7,0,"5,10 €"
,10648,0,Braumeister Stange,St,,104,7,0,"5,79 €"
,10650,0,Roggennatur Stange,St,,104,7,0,"5,54 €"
,10651,0,Chia-Nuss Stange,St,,104,7,0,"6,37 €"
,410606007539,0,Heißer Kirsch,St,BEU,501,19,0,"2,42 €"
,400091510674,0,Basilikum-Pesto 125ml,St,ISA,302,7,0,"2,13 €"
,801519703001,0,Tomaten gehackt,St,Iris,302,7,0,"1,72 €"
,10698,0,Knollensellerie Bayern,kg,,101,7,0,"2,10 €"
,871749690146,0,Kartoffelstärke,kg,DOI,104,7,0,"3,65 €"
,10700,0,Handfeger,St,,604,19,0,"3,05 €"
,10750,0,"Rasierpinsel klein, Buche",St,,604,19,0,"4,55 €"
,10751,0,Rasierseifenschale,St,,604,19,0,"7,30 €"
,10752,0,"Kehrschaufel, moosgrün",St,,604,19,0,"5,75 €"
,10760,0,Olivenhölz-Taschenhaarbürste,St,,604,19,0,"9,95 €"
,401846216170,0,Mittelscharfer Senf,St,BYO,604,7,0,"1,59 €"
,426039779337,0,Nature Pads,St,,602,19,0,"3,65 €"
,426039779189,0,Luffa-Seifenkissen,St,,602,19,0,"2,39 €"
,426066381002,0,Argan After Shave Balsam 30 ml,St,,602,19,0,"5,99 €"
,10761,0,Himbeeren gefriergetrocknet kg,kg,,303,7,0,"86,33 €"
,10841,0,Waldbeerenmix gefriergetrocknet kg,kg,,303,7,0,"86,77 €"
,426049303246,0,Erdnüsse Paprika & Salz,St,FFF,303,7,0,"2,39 €"
,10843,0,Bambus Allzwecktücher,St,,604,19,0,"2,70 €"
,10846,0,Seiftücher,St,,604,19,0,"1,95 €"
,10850,0,Gästetücher,St,,604,19,0,"4,28 €"
,427000355968,0,Naturseife BioRegional Fichtennadel,St,Solo,602,19,0,"2,12 €"
,10860,0,Mandelnougatbarren,100 g,Kräm,402,7,0,"21,53 €"
,10862,0,Haselnussnougatbarren,100 g,Kräm,402,7,0,"20,35 €"
,10867,0,"Knusperherzen, vegan",100g,Kräm,402,7,0,"33,00 €"
,426041898411,0,Haarpflegeöl Trockenes Haar 30ml,St,,602,19,0,"6,06 €"
,426049303153,0,Faire Cashews mit Chili geröstet,St,FFF,303,7,0,"3,35 €"
,426049303181,0,Cashew Curry & Meersalz,St,FFF,303,7,0,"3,35 €"
,520242320003,0,Grüne Oliven al Naturale mit Oregano,205g,Mani,302,7,0,"2,65 €"
,410406002919,0,Joghurt Pflaume Zimt,St,AND,0,7,0,"1,62 €"
,10874,0,Granatäpfel,St,,101,7,0,"1,29 €"
,13917,0,Zitronenpfeffer,St,,0,7,0,"0,00 €"
,401973600505,0,Zwiebelschmelz,165g,ZWE,302,7,0,"2,22 €"
,955680741845,0,Kondome Einhorn,Set,,604,19,0,"4,10 €"
,10876,0,Tulsi Indisches Basilikum,kg,,301,7,0,"18,60 €"
,689698000723,0,Grüne Olivenpaste SilverLeaf,180 g,,302,7,0,"0,00 €"
,10878,0,Pane Picco Sesam/Schwarzkümmel,kg,,303,7,0,"10,25 €"
,10880,0,SunflowerHACK,kg,,304,7,0,"19,99 €"
,406360850021,0,Velike Haferdrink Frisch Natur,St,bfn,501,19,0,"1,83 €"
,955680741843,0,Kondome normal,Set,,604,19,0,"4,10 €"
,10883,0,Erdbeeren (gefriergetrocknet),kg,,303,7,0,"106,27 €"
,11842,0,Spaghettiheber,St,,604,19,0,"1,75 €"
,11857,0,"Salz- u. Pfeffermühle, klein",St,,604,19,0,"13,13 €"
,11858,0,"Salz- u.Pfeffermühle, groß",St,,604,19,0,"17,19 €"
,11869,0,"Waschmittel Wolle, Seide und Felle",kg,ULR,603,19,0,"3,78 €"
,11870,0,Espresso,St,,700,19,0,"0,20 €"
,11871,0,Cappuccino klein,St,,700,19,0,"0,90 €"
,11921,0,"Pfand Kiste 3,50",St,,9999,19,0,"3,50 €"
,11930,0,Salat,St,,101,7,0,"1,40 €"
,426039779258,0,"Interdental-Bürste 0,50mm",St,,602,19,0,"1,11 €"
,11931,0,Essigessenz 25%,kg,ULR,603,19,0,"3,50 €"
,11932,0,Spülmittel mit Citrus,kg,ULR,603,19,0,"2,75 €"
,11933,0,Spülmaschinenpulver,kg,ULR,603,19,0,"6,21 €"
,11934,0,Zitronensäure Lebensmittelqualität,kg,ULR,603,19,0,"3,01 €"
,11935,0,Soda leicht technische Qualität,kg,ULR,603,19,0,"1,17 €"
,11936,0,Natron Pharmaqualität,kg,ULR,603,19,0,"0,99 €"
,11872,0,Cappuccino groß,St,,700,19,0,"1,50 €"
,11873,0,Americano,St,,700,19,0,"1,00 €"
,11874,0,Tee,St,,700,19,0,"1,00 €"
,11875,0,Heiße Schokolade,St,,700,19,0,"1,00 €"
,426049122087,0,Deocreme Persian Lime,45g,BDN,602,19,0,"3,49 €"
,426049122089,0,Deocreme Pink Grapefruit,45g,BDN,602,19,0,"3,34 €"
,426049122088,0,Deocreme Vanilla Orchid,45g,BDN,602,19,0,"3,34 €"
,426049122091,0,Bambus Zahnbürste Ben&Ben,St,BDN,602,19,0,"1,89 €"
,426049122090,0,Bambus Zahnbürste Ben&Anna,St,BDN,602,19,0,"1,89 €"
,11886,0,Staudensellerie  Bayern,St,br,101,7,0,"1,35 €"
,11887,0,Radicchio               ,kg,br,101,7,0,"2,60 €"
,11904,0,Blaubeeren    offen         DE,250g,L,101,7,0,"4,44 €"
,11906,0,Melonen Canari     IT,kg,L,101,7,0,"1,66 €"
,11892,0,Hokkaido Kürbis         Bayern,kg,br,101,7,0,"1,30 €"
,11907,0,Zwetschgen      5kg         DE,kg,L,101,7,0,"3,20 €"
,11918,0,Pflaumen gelb   50+         ES,kg,L,101,7,0,"3,15 €"
,11923,0,Tahin,kg,,302,7,0,"5,60 €"
,11924,0,Espresso doppio,St,,700,19,0,"0,40 €"
,978386581784,0,Besser leben ohne Plastik,St,,605,7,0,"10,22 €"
,978396238017,0,Besser leben ohne Auto,St,,605,7,0,"8,40 €"
,978396238050,0,Weil wir essen lieben,St,,605,7,0,"10,80 €"
,11925,0,Tomatenhälften getrocknet,kg,,303,7,0,"10,02 €"
,4240233,0,ChariTea Mint sugar free,"0,33l",lem,501,19,0,"1,11 €"
,10884,0,Heidelbeeren (gefriergetrocknet),kg,,303,7,0,"66,93 €"
,426049303152,0,Cashew Knoblauch & Pfeffer,133g,fff,303,7,0,"3,35 €"
,402496710030,0,Le Corbeau Blanc VdP,1L,Rieg,501,19,0,"3,50 €"
